"","fingerprint","minutia","x","y","angle","score_change"
"U250X1I_1_1#v0","U250X1I_1_1","v0",585,350,34,-0.251605244
"U250X1I_1_1#v1","U250X1I_1_1","v1",535,332,36,-0.017051342
"U250X1I_1_1#v2","U250X1I_1_1","v2",551,267,23,0.33189226
"U250X1I_1_1#v3","U250X1I_1_1","v3",435,548,237,0.620785439
"U250X1I_1_1#v4","U250X1I_1_1","v4",455,560,225,0.077998557
"U250X1I_1_1#v5","U250X1I_1_1","v5",547,446,216,-0.072276358
"U250X1I_1_1#v6","U250X1I_1_1","v6",597,444,215,-0.308124598
"U250X1I_1_1#v7","U250X1I_1_1","v7",575,473,205,-0.310667658
"U250X1I_1_1#v8","U250X1I_1_1","v8",589,312,204,-0.266027434
"U250X1I_1_1#v9","U250X1I_1_1","v9",587,277,205,-0.193720477
"U250X1I_1_1#v10","U250X1I_1_1","v10",487,585,198,0.090088984
"U250X1I_1_1#v11","U250X1I_1_1","v11",429,566,194,-0.097535518
"U250X1I_1_1#v12","U250X1I_1_1","v12",458,598,187,0.054771911
"U251X1I_1_1#v0","U251X1I_1_1","v0",590,592,89,0.03262775
"U251X1I_1_1#v1","U251X1I_1_1","v1",616,539,78,0.099327097
"U251X1I_1_1#v2","U251X1I_1_1","v2",448,692,31,0.112038869
"U251X1I_1_1#v3","U251X1I_1_1","v3",487,694,357,0.001499695
"U251X1I_1_1#v4","U251X1I_1_1","v4",521,712,339,-0.09267294
"U251X1I_1_1#v5","U251X1I_1_1","v5",475,708,211,0.112038869
"U251X1I_1_1#v6","U251X1I_1_1","v6",553,640,105,-0.081707117
"U251X1I_1_1#v7","U251X1I_1_1","v7",561,598,105,0.046949139
"U251X1I_1_1#v8","U251X1I_1_1","v8",564,658,97,-0.373937306
"U252X6I_1_1#v0","U252X6I_1_1","v0",500,371,89,-0.306211993
"U252X6I_1_1#v1","U252X6I_1_1","v1",480,337,70,-0.270056177
"U252X6I_1_1#v2","U252X6I_1_1","v2",506,340,72,-0.220346168
"U252X6I_1_1#v3","U252X6I_1_1","v3",507,326,63,-0.005505878
"U252X6I_1_1#v4","U252X6I_1_1","v4",453,333,51,0.30280121
"U252X6I_1_1#v5","U252X6I_1_1","v5",446,336,47,0.30855775
"U252X6I_1_1#v6","U252X6I_1_1","v6",433,342,23,0.290300314
"U252X6I_1_1#v7","U252X6I_1_1","v7",443,305,356,-0.315460567
"U252X6I_1_1#v8","U252X6I_1_1","v8",402,284,333,0.08919342
"U252X6I_1_1#v9","U252X6I_1_1","v9",392,247,328,-0.024426541
"U252X6I_1_1#v10","U252X6I_1_1","v10",401,348,308,-0.567410265
"U252X6I_1_1#v11","U252X6I_1_1","v11",383,324,305,-0.583546712
"U252X6I_1_1#v12","U252X6I_1_1","v12",377,372,292,-0.304739052
"U252X6I_1_1#v13","U252X6I_1_1","v13",495,398,269,-0.306797018
"U252X6I_1_1#v14","U252X6I_1_1","v14",395,225,144,-0.022906843
"U252X6I_1_1#v15","U252X6I_1_1","v15",428,366,122,0.114892944
"U252X6I_1_1#v16","U252X6I_1_1","v16",456,380,98,-0.598608251
"U252X6I_1_1#v17","U252X6I_1_1","v17",478,385,93,-0.190755444
"U253X9I_1_1#v0","U253X9I_1_1","v0",469,347,71,-0.123280274
"U253X9I_1_1#v1","U253X9I_1_1","v1",470,314,73,-0.192296701
"U253X9I_1_1#v2","U253X9I_1_1","v2",426,318,43,-0.090190636
"U253X9I_1_1#v3","U253X9I_1_1","v3",442,298,31,-0.205991177
"U253X9I_1_1#v4","U253X9I_1_1","v4",429,274,14,-0.178233874
"U253X9I_1_1#v5","U253X9I_1_1","v5",479,340,250,0.121407098
"U253X9I_1_1#v6","U253X9I_1_1","v6",466,377,249,0.198491353
"U253X9I_1_1#v7","U253X9I_1_1","v7",464,328,234,-0.027794368
"U253X9I_1_1#v8","U253X9I_1_1","v8",437,345,218,0.269479879
"U253X9I_1_1#v9","U253X9I_1_1","v9",455,258,201,0.078744964
"U254X3I_1_1#v0","U254X3I_1_1","v0",480,235,43,-0.112007993
"U254X3I_1_1#v1","U254X3I_1_1","v1",420,240,31,-0.599918608
"U254X3I_1_1#v2","U254X3I_1_1","v2",470,296,224,-0.184117282
"U254X3I_1_1#v3","U254X3I_1_1","v3",429,337,206,0.199401586
"U254X3I_1_1#v4","U254X3I_1_1","v4",382,212,160,0.070209445
"U254X3I_1_1#v5","U254X3I_1_1","v5",374,294,143,-0.543711035
"U254X3I_1_1#v6","U254X3I_1_1","v6",332,274,140,-0.078540094
"U255X1I_1_1#v0","U255X1I_1_1","v0",300,423,88,0.022943964
"U255X1I_1_1#v1","U255X1I_1_1","v1",333,420,86,0.006554197
"U255X1I_1_1#v2","U255X1I_1_1","v2",395,530,66,0.00092033
"U255X1I_1_1#v3","U255X1I_1_1","v3",410,394,60,-0.147891903
"U255X1I_1_1#v4","U255X1I_1_1","v4",333,555,54,-0.001313093
"U255X1I_1_1#v5","U255X1I_1_1","v5",323,566,249,0.061352429
"U255X1I_1_1#v6","U255X1I_1_1","v6",458,399,237,-0.054485827
"U255X1I_1_1#v7","U255X1I_1_1","v7",346,568,240,0.046553762
"U255X1I_1_1#v8","U255X1I_1_1","v8",315,582,232,0.058259407
"U255X1I_1_1#v9","U255X1I_1_1","v9",363,345,185,0.123609601
"U255X1I_1_1#v10","U255X1I_1_1","v10",312,313,155,0.037338886
"U255X1I_1_1#v11","U255X1I_1_1","v11",354,374,141,0.068413076
"U255X1I_1_1#v12","U255X1I_1_1","v12",310,365,132,0.070274222
"U255X1I_1_1#v13","U255X1I_1_1","v13",257,360,128,-0.07648929
"U255X1I_1_1#v14","U255X1I_1_1","v14",272,381,113,0.126091858
"U255X1I_1_1#v15","U255X1I_1_1","v15",244,417,109,0.047423287
"U255X1I_1_1#v16","U255X1I_1_1","v16",217,428,112,-0.025335273
"U255X1I_1_1#v17","U255X1I_1_1","v17",283,411,100,-0.058806686
"U255X1I_1_1#v18","U255X1I_1_1","v18",291,422,95,-0.06798141
"U256X7I_1_1#v0","U256X7I_1_1","v0",513,325,68,-0.520346996
"U256X7I_1_1#v1","U256X7I_1_1","v1",468,594,54,0.275659675
"U256X7I_1_1#v2","U256X7I_1_1","v2",498,424,264,0.062366893
"U256X7I_1_1#v3","U256X7I_1_1","v3",538,364,259,-0.006637697
"U256X7I_1_1#v4","U256X7I_1_1","v4",519,383,259,-0.247298443
"U256X7I_1_1#v5","U256X7I_1_1","v5",464,354,248,-0.399154706
"U256X7I_1_1#v6","U256X7I_1_1","v6",439,404,247,-0.130726723
"U256X7I_1_1#v7","U256X7I_1_1","v7",524,460,244,-0.277361754
"U256X7I_1_1#v8","U256X7I_1_1","v8",463,305,238,-0.107235553
"U256X7I_1_1#v9","U256X7I_1_1","v9",541,502,231,-0.015629774
"U256X7I_1_1#v10","U256X7I_1_1","v10",453,452,231,0.047209784
"U256X7I_1_1#v11","U256X7I_1_1","v11",470,482,223,-0.273473924
"U256X7I_1_1#v12","U256X7I_1_1","v12",474,617,222,0.247206675
"U256X7I_1_1#v13","U256X7I_1_1","v13",494,521,224,-0.051823493
"U256X7I_1_1#v14","U256X7I_1_1","v14",425,483,214,0.149393286
"U256X7I_1_1#v15","U256X7I_1_1","v15",420,535,200,0.158454588
"U257X3I_1_1#v0","U257X3I_1_1","v0",406,471,9,-0.228654474
"U257X3I_1_1#v1","U257X3I_1_1","v1",354,501,3,-0.49776054
"U257X3I_1_1#v2","U257X3I_1_1","v2",351,475,344,-0.460491001
"U257X3I_1_1#v3","U257X3I_1_1","v3",393,463,338,-0.328537506
"U257X3I_1_1#v4","U257X3I_1_1","v4",370,447,332,-0.351573463
"U257X3I_1_1#v5","U257X3I_1_1","v5",352,418,326,-0.372668013
"U257X3I_1_1#v6","U257X3I_1_1","v6",419,443,304,-0.947307148
"U257X3I_1_1#v7","U257X3I_1_1","v7",460,477,224,0.142038386
"U257X3I_1_1#v8","U257X3I_1_1","v8",446,495,196,0.428812535
"U257X3I_1_1#v9","U257X3I_1_1","v9",434,406,121,-0.356041392
"U257X3I_1_1#v10","U257X3I_1_1","v10",443,412,101,0.110661742
"U258X1I_1_1#v0","U258X1I_1_1","v0",257,413,88,-0.22763497
"U258X1I_1_1#v1","U258X1I_1_1","v1",306,345,67,-0.188763587
"U258X1I_1_1#v2","U258X1I_1_1","v2",172,345,288,-0.267775544
"U258X1I_1_1#v3","U258X1I_1_1","v3",174,409,292,-0.294022273
"U258X1I_1_1#v4","U258X1I_1_1","v4",328,447,210,0.255480956
"U258X1I_1_1#v5","U258X1I_1_1","v5",368,448,200,-0.135195298
"U258X1I_1_1#v6","U258X1I_1_1","v6",405,455,199,0.100105493
"U258X1I_1_1#v7","U258X1I_1_1","v7",426,439,193,0.047114957
"U258X1I_1_1#v8","U258X1I_1_1","v8",292,464,191,-0.233045089
"U258X1I_1_1#v9","U258X1I_1_1","v9",349,484,184,-0.158480604
"U258X1I_1_1#v10","U258X1I_1_1","v10",163,410,116,-0.027170981
"U258X1I_1_1#v11","U258X1I_1_1","v11",181,321,109,0.066752171
"U258X1I_1_1#v12","U258X1I_1_1","v12",248,362,103,-0.514830827
"U258X1I_1_1#v13","U258X1I_1_1","v13",269,331,95,-0.224345246
"U258X1I_1_1#v14","U258X1I_1_1","v14",253,391,92,-0.17434407
"U260X8I_1_1#v0","U260X8I_1_1","v0",376,410,84,-0.092921397
"U260X8I_1_1#v1","U260X8I_1_1","v1",441,456,82,-0.194611273
"U260X8I_1_1#v2","U260X8I_1_1","v2",456,406,68,-0.074583139
"U260X8I_1_1#v3","U260X8I_1_1","v3",355,433,266,-0.157883589
"U260X8I_1_1#v4","U260X8I_1_1","v4",470,445,252,-0.150872948
"U260X8I_1_1#v5","U260X8I_1_1","v5",386,515,107,-0.009057376
"U260X8I_1_1#v6","U260X8I_1_1","v6",349,476,100,-0.315211936
"U260X8I_1_1#v7","U260X8I_1_1","v7",389,455,90,-0.144018339
"U261X6I_1_1#v0","U261X6I_1_1","v0",468,369,14,-0.049227622
"U261X6I_1_1#v1","U261X6I_1_1","v1",447,350,328,0.126338517
"U261X6I_1_1#v2","U261X6I_1_1","v2",416,331,322,-0.061907828
"U261X6I_1_1#v3","U261X6I_1_1","v3",501,507,295,0.088879224
"U261X6I_1_1#v4","U261X6I_1_1","v4",419,552,174,0.068980261
"U261X6I_1_1#v5","U261X6I_1_1","v5",470,507,164,-0.508751739
"U261X6I_1_1#v6","U261X6I_1_1","v6",500,518,149,-0.084460136
"U261X6I_1_1#v7","U261X6I_1_1","v7",497,482,137,-0.473016475
"U261X6I_1_1#v8","U261X6I_1_1","v8",510,488,117,-0.517745085
"U261X6I_1_1#v9","U261X6I_1_1","v9",382,413,94,0.187578347
"U263X1I_1_1#v0","U263X1I_1_1","v0",407,437,75,-0.354347221
"U263X1I_1_1#v1","U263X1I_1_1","v1",436,483,68,-0.816842017
"U263X1I_1_1#v2","U263X1I_1_1","v2",489,449,262,0.078412496
"U263X1I_1_1#v3","U263X1I_1_1","v3",363,506,261,0.214049358
"U263X1I_1_1#v4","U263X1I_1_1","v4",478,501,256,0.479405761
"U263X1I_1_1#v5","U263X1I_1_1","v5",470,449,252,-0.115991548
"U263X1I_1_1#v6","U263X1I_1_1","v6",420,501,252,-0.188147542
"U263X1I_1_1#v7","U263X1I_1_1","v7",464,397,229,-0.291939791
"U265X3I_1_1#v0","U265X3I_1_1","v0",463,462,81,-0.537099882
"U265X3I_1_1#v1","U265X3I_1_1","v1",478,402,81,0.375913094
"U265X3I_1_1#v2","U265X3I_1_1","v2",457,376,259,-0.221430473
"U265X3I_1_1#v3","U265X3I_1_1","v3",440,408,263,0.375670044
"U265X3I_1_1#v4","U265X3I_1_1","v4",423,499,258,-0.242239267
"U265X3I_1_1#v5","U265X3I_1_1","v5",482,332,242,0.090024569
"U265X3I_1_1#v6","U265X3I_1_1","v6",429,312,200,-0.104912011
"U265X3I_1_1#v7","U265X3I_1_1","v7",422,351,172,-0.233601731
"U265X3I_1_1#v8","U265X3I_1_1","v8",422,369,163,-0.276311895
"U265X3I_1_1#v9","U265X3I_1_1","v9",423,401,94,-0.370768329
"U267X3I_1_1#v0","U267X3I_1_1","v0",293,313,326,0.225913852
"U267X3I_1_1#v1","U267X3I_1_1","v1",246,377,291,-0.106777941
"U267X3I_1_1#v2","U267X3I_1_1","v2",307,412,292,-0.155098985
"U267X3I_1_1#v3","U267X3I_1_1","v3",401,426,252,0.225913852
"U267X3I_1_1#v4","U267X3I_1_1","v4",327,299,146,0.148863704
"U267X3I_1_1#v5","U267X3I_1_1","v5",361,354,126,0.151826277
"U267X3I_1_1#v6","U267X3I_1_1","v6",317,383,115,-0.332406271
"U267X3I_1_1#v7","U267X3I_1_1","v7",324,452,117,-0.198540614
"U267X3I_1_1#v8","U267X3I_1_1","v8",319,433,117,-0.190292659
"U267X3I_1_1#v9","U267X3I_1_1","v9",318,413,112,0.037224956
"U267X3I_1_1#v10","U267X3I_1_1","v10",336,397,95,-0.195341598
"U268X4I_1_1#v0","U268X4I_1_1","v0",435,475,86,-0.905342707
"U268X4I_1_1#v1","U268X4I_1_1","v1",351,449,82,-0.471423073
"U268X4I_1_1#v2","U268X4I_1_1","v2",446,477,80,-1.134606211
"U268X4I_1_1#v3","U268X4I_1_1","v3",416,445,78,-3.281285582
"U268X4I_1_1#v4","U268X4I_1_1","v4",377,438,63,-1.579191345
"U268X4I_1_1#v5","U268X4I_1_1","v5",489,463,59,-0.247950382
"U268X4I_1_1#v6","U268X4I_1_1","v6",350,413,302,-0.731703884
"U268X4I_1_1#v7","U268X4I_1_1","v7",418,495,113,-0.430630932
"U268X4I_1_1#v8","U268X4I_1_1","v8",407,467,100,-0.483706071
"U269X3I_1_1#v0","U269X3I_1_1","v0",412,228,15,0.298075327
"U269X3I_1_1#v1","U269X3I_1_1","v1",405,292,351,-0.13156361
"U269X3I_1_1#v2","U269X3I_1_1","v2",392,236,347,0.161913673
"U269X3I_1_1#v3","U269X3I_1_1","v3",420,347,276,-0.038231074
"U269X3I_1_1#v4","U269X3I_1_1","v4",413,351,269,0.062181866
"U269X3I_1_1#v5","U269X3I_1_1","v5",434,298,217,-0.192735021
"U269X3I_1_1#v6","U269X3I_1_1","v6",452,265,204,0.219655869
"U269X3I_1_1#v7","U269X3I_1_1","v7",427,304,173,0.137097586
"U269X3I_1_1#v8","U269X3I_1_1","v8",396,271,129,-0.06013736
"U269X3I_1_1#v9","U269X3I_1_1","v9",423,314,93,-0.378888472
"U269X3I_1_1#v10","U269X3I_1_1","v10",390,326,92,0.04605662
"U270X6I_1_1#v0","U270X6I_1_1","v0",506,516,69,-0.143176617
"U270X6I_1_1#v1","U270X6I_1_1","v1",419,498,69,-0.311251267
"U270X6I_1_1#v2","U270X6I_1_1","v2",524,491,63,-0.306224412
"U270X6I_1_1#v3","U270X6I_1_1","v3",462,459,46,-0.297119414
"U270X6I_1_1#v4","U270X6I_1_1","v4",485,443,44,-0.292634511
"U270X6I_1_1#v5","U270X6I_1_1","v5",473,389,20,-0.288080236
"U270X6I_1_1#v6","U270X6I_1_1","v6",419,446,19,-0.430646794
"U270X6I_1_1#v7","U270X6I_1_1","v7",393,488,350,-0.12683349
"U270X6I_1_1#v8","U270X6I_1_1","v8",387,465,336,-0.174620269
"U270X6I_1_1#v9","U270X6I_1_1","v9",300,436,308,-0.376168388
"U270X6I_1_1#v10","U270X6I_1_1","v10",257,411,307,-0.376168388
"U270X6I_1_1#v11","U270X6I_1_1","v11",255,493,300,0.235049971
"U270X6I_1_1#v12","U270X6I_1_1","v12",237,552,300,0.210871786
"U270X6I_1_1#v13","U270X6I_1_1","v13",479,379,193,-0.308298384
"U270X6I_1_1#v14","U270X6I_1_1","v14",396,539,125,0.250544582
"U270X6I_1_1#v15","U270X6I_1_1","v15",406,520,118,0.175737787
"U270X6I_1_1#v16","U270X6I_1_1","v16",230,493,118,0.235049971
"U271X6I_1_1#v0","U271X6I_1_1","v0",554,322,79,0.09400828
"U271X6I_1_1#v1","U271X6I_1_1","v1",564,298,65,-0.298876316
"U271X6I_1_1#v2","U271X6I_1_1","v2",488,588,357,-0.105265738
"U271X6I_1_1#v3","U271X6I_1_1","v3",563,574,353,-0.861022639
"U271X6I_1_1#v4","U271X6I_1_1","v4",513,564,345,-0.129119948
"U271X6I_1_1#v5","U271X6I_1_1","v5",570,523,328,-0.097088677
"U271X6I_1_1#v6","U271X6I_1_1","v6",537,543,326,-0.806109221
"U271X6I_1_1#v7","U271X6I_1_1","v7",582,480,287,0.382686974
"U271X6I_1_1#v8","U271X6I_1_1","v8",549,410,269,-0.074749585
"U272X9I_1_1#v0","U272X9I_1_1","v0",281,441,86,-0.028253351
"U272X9I_1_1#v1","U272X9I_1_1","v1",269,388,65,-0.122830126
"U272X9I_1_1#v2","U272X9I_1_1","v2",333,364,57,0.275570623
"U272X9I_1_1#v3","U272X9I_1_1","v3",350,529,0,0.068894911
"U272X9I_1_1#v4","U272X9I_1_1","v4",338,562,348,-0.44514685
"U272X9I_1_1#v5","U272X9I_1_1","v5",311,547,321,-0.259992147
"U272X9I_1_1#v6","U272X9I_1_1","v6",299,339,236,0.039790819
"U272X9I_1_1#v7","U272X9I_1_1","v7",398,448,228,0.183462911
"U272X9I_1_1#v8","U272X9I_1_1","v8",404,414,226,0.244789527
"U272X9I_1_1#v9","U272X9I_1_1","v9",372,516,218,0.03790821
"U272X9I_1_1#v10","U272X9I_1_1","v10",420,548,198,-0.310553047
"U272X9I_1_1#v11","U272X9I_1_1","v11",373,532,177,-0.066132765
"U272X9I_1_1#v12","U272X9I_1_1","v12",382,550,175,-0.295582624
"U272X9I_1_1#v13","U272X9I_1_1","v13",353,521,156,-0.092953594
"U273X6I_1_1#v0","U273X6I_1_1","v0",505,489,72,0.069377606
"U273X6I_1_1#v1","U273X6I_1_1","v1",394,346,355,0.069377606
"U273X6I_1_1#v2","U273X6I_1_1","v2",396,486,0,0.004498283
"U273X6I_1_1#v3","U273X6I_1_1","v3",379,405,351,-0.005773775
"U273X6I_1_1#v4","U273X6I_1_1","v4",382,481,322,0.070471801
"U273X6I_1_1#v5","U273X6I_1_1","v5",315,501,305,-0.144005228
"U273X6I_1_1#v6","U273X6I_1_1","v6",280,521,299,0.003916896
"U273X6I_1_1#v7","U273X6I_1_1","v7",339,525,297,0.074256162
"U273X6I_1_1#v8","U273X6I_1_1","v8",503,382,199,0.069377606
"U273X6I_1_1#v9","U273X6I_1_1","v9",347,464,133,-0.116493958
"U273X6I_1_1#v10","U273X6I_1_1","v10",392,442,133,-0.026724773
"U273X6I_1_1#v11","U273X6I_1_1","v11",395,524,122,-0.177123559
"U273X6I_1_1#v12","U273X6I_1_1","v12",314,475,122,-0.041443419
"U276X6I_1_1#v0","U276X6I_1_1","v0",287,455,88,0.153117207
"U276X6I_1_1#v1","U276X6I_1_1","v1",300,445,56,0.091014907
"U276X6I_1_1#v2","U276X6I_1_1","v2",415,253,7,0.181525376
"U276X6I_1_1#v3","U276X6I_1_1","v3",387,269,353,0.151972241
"U276X6I_1_1#v4","U276X6I_1_1","v4",316,265,321,0.028894513
"U276X6I_1_1#v5","U276X6I_1_1","v5",254,333,107,-0.111890164
"U276X6I_1_1#v6","U276X6I_1_1","v6",268,336,100,0.556466864
"U276X6I_1_1#v7","U276X6I_1_1","v7",297,339,96,0.356633297
"U276X6I_1_1#v8","U276X6I_1_1","v8",253,416,93,0.008881081
"U276X6I_1_1#v9","U276X6I_1_1","v9",331,338,91,0.150992785
"U277X9I_1_1#v0","U277X9I_1_1","v0",412,522,84,-0.274140351
"U277X9I_1_1#v1","U277X9I_1_1","v1",316,451,73,-0.166795689
"U277X9I_1_1#v2","U277X9I_1_1","v2",341,448,64,-0.618727926
"U277X9I_1_1#v3","U277X9I_1_1","v3",397,446,63,-1.024596915
"U277X9I_1_1#v4","U277X9I_1_1","v4",291,431,57,-0.128589813
"U277X9I_1_1#v5","U277X9I_1_1","v5",317,425,57,-0.014280661
"U277X9I_1_1#v6","U277X9I_1_1","v6",447,453,56,-0.473253276
"U277X9I_1_1#v7","U277X9I_1_1","v7",365,402,54,0.253546101
"U277X9I_1_1#v8","U277X9I_1_1","v8",440,389,227,-0.100091002
"U277X9I_1_1#v9","U277X9I_1_1","v9",344,406,229,0.473176888
"U277X9I_1_1#v10","U277X9I_1_1","v10",362,524,92,-0.21451444
"U280X5I_1_1#v0","U280X5I_1_1","v0",446,482,77,0.316933168
"U280X5I_1_1#v1","U280X5I_1_1","v1",488,448,69,-1.336364557
"U280X5I_1_1#v2","U280X5I_1_1","v2",398,375,122,0.460299036
"U280X5I_1_1#v3","U280X5I_1_1","v3",389,513,117,0.34693369
"U280X5I_1_1#v4","U280X5I_1_1","v4",421,427,107,0.361251099
"U280X5I_1_1#v5","U280X5I_1_1","v5",438,437,99,0.928611463
"U280X5I_1_1#v6","U280X5I_1_1","v6",403,473,100,-0.473208755
"U280X5I_1_1#v7","U280X5I_1_1","v7",467,409,95,-0.522651242
"U281X7I_1_1#v0","U281X7I_1_1","v0",413,330,87,0.615318294
"U281X7I_1_1#v1","U281X7I_1_1","v1",437,331,70,-0.118268708
"U281X7I_1_1#v2","U281X7I_1_1","v2",472,340,62,-0.155181969
"U281X7I_1_1#v3","U281X7I_1_1","v3",472,487,342,0.059787329
"U281X7I_1_1#v4","U281X7I_1_1","v4",454,515,340,0.318748517
"U281X7I_1_1#v5","U281X7I_1_1","v5",456,491,321,-0.196044827
"U281X7I_1_1#v6","U281X7I_1_1","v6",453,446,296,-0.093386304
"U281X7I_1_1#v7","U281X7I_1_1","v7",527,413,236,-0.227143098
"U281X7I_1_1#v8","U281X7I_1_1","v8",434,421,119,0.121055643
"U281X7I_1_1#v9","U281X7I_1_1","v9",421,355,107,0.215513436
"U281X7I_1_1#v10","U281X7I_1_1","v10",454,397,97,-0.333671142
"U281X7I_1_1#v11","U281X7I_1_1","v11",428,360,92,-0.060854129
"U282X2I_1_1#v0","U282X2I_1_1","v0",466,348,70,-0.279799972
"U282X2I_1_1#v1","U282X2I_1_1","v1",456,315,55,-0.297191628
"U282X2I_1_1#v2","U282X2I_1_1","v2",411,391,252,0.147206884
"U282X2I_1_1#v3","U282X2I_1_1","v3",404,393,247,0.107827266
"U282X2I_1_1#v4","U282X2I_1_1","v4",415,363,206,0.334175054
"U282X2I_1_1#v5","U282X2I_1_1","v5",400,304,177,0.124150183
"U282X2I_1_1#v6","U282X2I_1_1","v6",402,334,173,-0.236966594
"U282X2I_1_1#v7","U282X2I_1_1","v7",373,269,164,0.090592991
"U282X2I_1_1#v8","U282X2I_1_1","v8",452,441,134,-0.111895933
"U282X2I_1_1#v9","U282X2I_1_1","v9",481,446,123,0.330248733
"U282X2I_1_1#v10","U282X2I_1_1","v10",433,400,117,0.174016404
"U282X2I_1_1#v11","U282X2I_1_1","v11",507,446,99,0.116745186
"U282X2I_1_1#v12","U282X2I_1_1","v12",460,391,94,-0.144416169
"U283X6I_1_1#v0","U283X6I_1_1","v0",441,367,17,-0.190800235
"U283X6I_1_1#v1","U283X6I_1_1","v1",457,309,10,-0.55521171
"U283X6I_1_1#v2","U283X6I_1_1","v2",363,387,357,-0.269850416
"U283X6I_1_1#v3","U283X6I_1_1","v3",393,265,358,0.221484336
"U283X6I_1_1#v4","U283X6I_1_1","v4",332,342,345,-0.386909614
"U283X6I_1_1#v5","U283X6I_1_1","v5",342,312,346,-0.159246346
"U283X6I_1_1#v6","U283X6I_1_1","v6",298,381,334,-0.226475282
"U283X6I_1_1#v7","U283X6I_1_1","v7",437,307,187,-0.374411177
"U283X6I_1_1#v8","U283X6I_1_1","v8",386,402,182,-0.375268439
"U283X6I_1_1#v9","U283X6I_1_1","v9",415,341,183,-1.172333305
"U283X6I_1_1#v10","U283X6I_1_1","v10",389,290,175,0.032952674
"U283X6I_1_1#v11","U283X6I_1_1","v11",367,334,172,-0.638685782
"U284X2I_1_1#v0","U284X2I_1_1","v0",521,415,88,-0.294263397
"U284X2I_1_1#v1","U284X2I_1_1","v1",515,442,55,-0.325822198
"U284X2I_1_1#v2","U284X2I_1_1","v2",490,459,4,-0.235315669
"U284X2I_1_1#v3","U284X2I_1_1","v3",457,534,358,-0.219179699
"U284X2I_1_1#v4","U284X2I_1_1","v4",437,462,336,-0.106969047
"U284X2I_1_1#v5","U284X2I_1_1","v5",420,421,326,0.228461022
"U284X2I_1_1#v6","U284X2I_1_1","v6",480,450,321,-0.323585631
"U284X2I_1_1#v7","U284X2I_1_1","v7",407,417,312,0.228461022
"U284X2I_1_1#v8","U284X2I_1_1","v8",556,441,256,-0.221320745
"U284X2I_1_1#v9","U284X2I_1_1","v9",531,451,247,-0.193291072
"U284X2I_1_1#v10","U284X2I_1_1","v10",526,471,214,-0.159510973
"U284X2I_1_1#v11","U284X2I_1_1","v11",512,488,209,0.155747352
"U284X2I_1_1#v12","U284X2I_1_1","v12",427,381,133,0.228461022
"U284X2I_1_1#v13","U284X2I_1_1","v13",509,417,120,-0.284340156
"U284X2I_1_1#v14","U284X2I_1_1","v14",542,355,103,0.056277063
"U284X2I_1_1#v15","U284X2I_1_1","v15",580,355,98,0.094986495
"U284X2I_1_1#v16","U284X2I_1_1","v16",551,383,94,0.140292093
"U285X4I_1_1#v0","U285X4I_1_1","v0",449,414,84,-0.171829341
"U285X4I_1_1#v1","U285X4I_1_1","v1",451,451,83,-0.256346297
"U285X4I_1_1#v2","U285X4I_1_1","v2",462,457,59,0.617507138
"U285X4I_1_1#v3","U285X4I_1_1","v3",469,430,50,-0.134939432
"U285X4I_1_1#v4","U285X4I_1_1","v4",553,418,208,-0.372625116
"U285X4I_1_1#v5","U285X4I_1_1","v5",469,342,134,-0.347314009
"U285X4I_1_1#v6","U285X4I_1_1","v6",496,380,116,-0.149391844
"U285X4I_1_1#v7","U285X4I_1_1","v7",442,386,93,-0.467586093
"U286X6I_1_1#v0","U286X6I_1_1","v0",368,513,79,0.562501556
"U286X6I_1_1#v1","U286X6I_1_1","v1",339,483,70,0
"U286X6I_1_1#v2","U286X6I_1_1","v2",375,497,68,0.388269883
"U286X6I_1_1#v3","U286X6I_1_1","v3",402,552,71,0
"U286X6I_1_1#v4","U286X6I_1_1","v4",424,554,73,0.608325712
"U286X6I_1_1#v5","U286X6I_1_1","v5",479,624,224,0
"U286X6I_1_1#v6","U286X6I_1_1","v6",446,624,223,0
"U286X6I_1_1#v7","U286X6I_1_1","v7",433,644,214,0
"U286X6I_1_1#v8","U286X6I_1_1","v8",449,645,199,0.610017932
"U287X3I_1_1#v0","U287X3I_1_1","v0",434,475,86,-0.154286136
"U287X3I_1_1#v1","U287X3I_1_1","v1",385,513,77,-0.026111352
"U287X3I_1_1#v2","U287X3I_1_1","v2",440,469,76,-0.66065884
"U287X3I_1_1#v3","U287X3I_1_1","v3",497,467,73,-0.368247943
"U287X3I_1_1#v4","U287X3I_1_1","v4",412,498,73,-0.500490582
"U287X3I_1_1#v5","U287X3I_1_1","v5",462,461,67,-0.31938155
"U287X3I_1_1#v6","U287X3I_1_1","v6",451,393,23,-0.007245257
"U287X3I_1_1#v7","U287X3I_1_1","v7",451,513,280,-0.879694726
"U287X3I_1_1#v8","U287X3I_1_1","v8",433,408,168,-0.161458164
"U287X3I_1_1#v9","U287X3I_1_1","v9",341,431,114,0.442171223
"U287X3I_1_1#v10","U287X3I_1_1","v10",410,450,107,-0.535232182
"U287X3I_1_1#v11","U287X3I_1_1","v11",487,507,98,0.30907043
"U288X6I_1_1#v0","U288X6I_1_1","v0",422,379,63,-0.049408467
"U288X6I_1_1#v1","U288X6I_1_1","v1",444,299,57,-0.073998402
"U288X6I_1_1#v2","U288X6I_1_1","v2",499,341,55,0.08277936
